tag_id,tag_x,tag_y,tag_z
3.0,2.4930978007528974,-0.700016305281201,0.9292211622864855
2.0,2.5058032331560516,-0.707141198705106,1.0606599391148008
1.0,2.0705427685036786,1.3348985369997508,0.489910890886192
0.0,2.0795321449095736,1.3467090657916694,0.611290217157879
0.0,2.0767528804110826,1.349466106481988,0.6376964990902527
1.0,2.052650732993814,1.3302734249577635,0.5126327475703462
2.0,2.501459527304785,-0.7130686430322825,1.075234104141086
3.0,2.4691613736992344,-0.6997506568881202,0.9378437082515493
0.0,2.063328411232932,1.3500314005228253,0.6352159439049955
1.0,2.0483275377653434,1.3359122586637369,0.5123408305246949
2.0,2.4933324370112655,-0.7104225059755869,1.0675935263762044
3.0,2.460949302574998,-0.6970615057130234,0.929480826155609
0.0,2.058848286983758,1.3357079100682283,0.6305905989399787
1.0,2.043946261618491,1.321030109750895,0.5075325051385101
2.0,2.511152132852643,-0.7285025201338123,1.0771147897180322
3.0,2.442518715692393,-0.704602994035444,0.925006353540836
0.0,2.0591830218260077,1.3366034812898728,0.6251144766157632
1.0,2.0421750421890654,1.3190056142605726,0.5012155410176747
2.0,2.4984454031253547,-0.7183622569257804,1.0866849551656164
3.0,2.4710398576116934,-0.7068443120469426,0.9492652412010125
2.0,2.5001068858982864,-0.7198011796279373,1.0958221469454423
0.0,2.0424871778683507,1.333981493785386,0.6328069613275437
1.0,2.025027928502379,1.3160889254400503,0.5088073672609432
3.0,2.4818593081236577,-0.7114483307839266,0.9611462078645729
2.0,2.515646453946831,-0.7361708232665051,1.089678691213992
1.0,2.0398643355234616,1.3098089635763654,0.497450682234946
0.0,2.055244107818822,1.3263909673721581,0.6211711060032985
3.0,2.464391247832148,-0.7181936677043322,0.9421665178639614
1.0,2.046174898002958,1.3101009677634896,0.4944335786795383
2.0,2.497683777458428,-0.7299248215661264,1.0749397138605965
0.0,2.0621505063850982,1.326637706419065,0.6180061112876258
3.0,2.4647648750155056,-0.7165500028384613,0.9349931270299778
2.0,2.4927344932967066,-0.7159932628656431,1.067505534565985
0.0,2.0633772864904008,1.3387084683739259,0.6046791593966719
1.0,2.0443990799982164,1.3200414392987965,0.48029139710753604
3.0,2.4627723135606248,-0.7044724885316456,0.929091879558133
1.0,2.050553451097322,1.3255909268634907,0.47821715533696424
0.0,2.058549490136603,1.3388049108806546,0.5996842081805676
2.0,2.4968803640806967,-0.7097794581695068,1.0719837182939917
3.0,2.456184857333664,-0.6955171172054777,0.929276570917788
